,CellID,datetime,internet,tweets,coverage,conditions,From Milan,To Milan,Days,Hours,dayofyear
0,4259,2013-11-01 00:00:00,220.1782032763789,1.0,0.0,0.0,33.1231992718155,48.42913778344462,4,0,305
1,4259,2013-11-01 00:10:00,223.6714023699884,5.0,0.0,0.0,33.1231992718155,128.9594159822627,4,0,305
2,4259,2013-11-01 00:20:00,202.12082204731982,2.0,0.0,0.0,78.45234803541841,117.67852205312761,4,0,305
3,4259,2013-11-01 00:30:00,207.1033304147897,0.0,0.0,0.0,39.226174017709205,119.47426439897455,4,0,305
4,4259,2013-11-01 00:40:00,203.3185171497421,3.0,0.0,0.0,219.6936531888336,44.32815352158558,4,0,305
5,4259,2013-11-01 00:50:00,211.2664280661577,1.0,0.0,0.0,10.203959007752747,0.0,4,0,305
6,4259,2013-11-01 01:00:00,205.65318841205783,1.0,0.0,0.0,115.82333903128026,183.73009956539278,4,1,305
7,4259,2013-11-01 01:10:00,231.3408348052092,0.0,0.0,0.0,90.73423720657084,90.73423720657084,4,1,305
8,4259,2013-11-01 01:20:00,201.01144673963958,0.0,0.0,0.0,0.0,0.0,4,1,305
9,4259,2013-11-01 01:30:00,198.36812785605687,1.0,0.0,0.0,0.0,129.96041122428005,4,1,305
10,4259,2013-11-01 01:40:00,221.19535845043447,1.0,0.0,0.0,169.18658524198923,5.101979503876374,4,1,305
11,4259,2013-11-01 01:50:00,199.44398738934552,0.0,0.0,0.0,39.226174017709205,90.73423720657084,4,1,305
12,4259,2013-11-01 02:00:00,198.65830371859073,0.0,0.0,0.0,90.73423720657084,0.0,4,2,305
13,4259,2013-11-01 02:10:00,260.4442022185159,0.0,0.0,0.0,0.0,117.67852205312761,4,2,305
14,4259,2013-11-01 02:20:00,245.44957524341675,0.0,0.0,0.0,220.69464843085086,181.46847441314168,4,2,305
15,4259,2013-11-01 02:30:00,174.75816980108058,1.0,0.0,0.0,0.0,117.67852205312761,4,2,305
16,4259,2013-11-01 02:40:00,199.46861087959286,0.0,0.0,0.0,5.101979503876374,129.96041122428005,4,2,305
17,4259,2013-11-01 02:50:00,164.24282029851582,0.0,0.0,0.0,5.101979503876374,25.08910182470942,4,2,305
18,4259,2013-11-01 03:00:00,168.3734477195269,0.0,0.0,0.0,0.0,64.31527584241863,4,3,305
19,4259,2013-11-01 03:10:00,152.0414611790907,0.0,0.0,0.0,0.0,39.226174017709205,4,3,305
20,4259,2013-11-01 03:20:00,177.52331633991398,0.0,0.0,0.0,0.0,0.0,4,3,305
21,4259,2013-11-01 03:30:00,130.82153523005357,3.0,0.0,0.0,0.0,0.0,4,3,305
22,4259,2013-11-01 03:40:00,135.22734377370236,0.0,0.0,0.0,0.0,0.0,4,3,305
23,4259,2013-11-01 03:50:00,142.3004708589815,0.0,0.0,0.0,5.101979503876374,0.0,4,3,305
24,4259,2013-11-01 04:00:00,140.21218178887287,0.0,0.0,0.0,90.73423720657084,0.0,4,4,305
25,4259,2013-11-01 04:10:00,176.48573658941334,1.0,0.0,0.0,115.82333903128026,90.73423720657084,4,4,305
26,4259,2013-11-01 04:20:00,125.20293983524543,3.0,0.0,0.0,0.0,25.08910182470942,4,4,305
27,4259,2013-11-01 04:30:00,131.1122211656608,0.0,0.0,0.0,0.0,0.0,4,4,305
28,4259,2013-11-01 04:40:00,130.29008729467927,0.0,0.0,0.0,0.0,0.0,4,4,305
29,4259,2013-11-01 04:50:00,114.77046411272198,0.0,0.0,0.0,90.73423720657084,0.0,4,4,305
30,4259,2013-11-01 05:00:00,108.78471609393131,0.0,0.0,0.0,64.31527584241861,0.0,4,5,305
31,4259,2013-11-01 05:10:00,133.36163365115172,1.0,0.0,0.0,30.191081328585796,30.191081328585796,4,5,305
32,4259,2013-11-01 05:20:00,151.73008685452248,0.0,0.0,0.0,38.22517877569188,0.0,4,5,305
33,4259,2013-11-01 05:30:00,109.65321048047943,1.0,0.0,0.0,0.0,5.101979503876374,4,5,305
34,4259,2013-11-01 05:40:00,172.52841122524546,0.0,0.0,0.0,95.8362167104472,0.0,4,5,305
35,4259,2013-11-01 05:50:00,116.66246562645034,0.0,0.0,0.0,0.0,0.0,4,5,305
36,4259,2013-11-01 06:00:00,108.98879660667299,0.0,0.0,0.0,5.101979503876374,0.0,4,6,305
37,4259,2013-11-01 06:10:00,110.03030505301857,0.0,0.0,0.0,0.0,5.101979503876374,4,6,305
38,4259,2013-11-01 06:20:00,117.5212943172105,0.0,0.0,0.0,38.88454552415605,41.81666346738575,4,6,305
39,4259,2013-11-01 06:30:00,131.66253415072399,0.0,0.0,0.0,6.897721849723312,0.0,4,6,305
40,4259,2013-11-01 06:40:00,111.04345007951788,0.0,0.0,0.0,33.1231992718155,0.0,4,6,305
41,4259,2013-11-01 06:50:00,107.44053409280085,0.0,0.0,0.0,78.45234803541841,0.0,4,6,305
42,4259,2013-11-01 07:00:00,102.97412749966196,0.0,0.0,0.0,25.08910182470942,5.101979503876374,4,7,305
43,4259,2013-11-01 07:10:00,110.45376288027536,0.0,0.0,0.0,44.32815352158558,0.0,4,7,305
44,4259,2013-11-01 07:20:00,155.6016028222812,0.0,0.0,0.0,72.3493732895247,66.246398543631,4,7,305
45,4259,2013-11-01 07:30:00,113.79870436545951,0.0,0.0,0.0,66.246398543631,10.203959007752747,4,7,305
46,4259,2013-11-01 07:40:00,115.79495486968096,0.0,0.0,0.0,74.14511563537165,33.1231992718155,4,7,305
47,4259,2013-11-01 07:50:00,125.93095644752415,0.0,0.0,0.0,74.14511563537165,47.29276218606186,4,7,305
48,4259,2013-11-01 08:00:00,111.88915321014612,0.0,0.0,0.0,141.9601125778797,56.61310240884971,4,8,305
49,4259,2013-11-01 08:10:00,130.94980967909703,0.0,0.0,0.0,175.8313824736521,77.43876013869745,4,8,305
50,4259,2013-11-01 08:20:00,132.73415989159272,0.0,0.0,0.0,5.101979503876374,58.1235972210322,4,8,305
51,4259,2013-11-01 08:30:00,140.00886946099834,0.0,0.0,0.0,153.7663299894194,247.29730478385449,4,8,305
52,4259,2013-11-01 08:40:00,155.759543203925,0.0,0.0,0.0,106.04323543431164,265.28243662065285,4,8,305
53,4259,2013-11-01 08:50:00,129.34628683511949,1.0,0.0,0.0,145.15186518932586,252.4879881632236,4,8,305
54,4259,2013-11-01 09:00:00,136.3167462275869,1.0,0.0,0.0,242.7965884417477,81.70220423355913,4,9,305
55,4259,2013-11-01 09:10:00,152.3669778973321,1.0,0.0,0.0,205.080909236221,212.17211502800436,4,9,305
