,internet,tweets,coverage,conditions,From Milan,To Milan,interaction_strength,Days,Hours,dayofyear,Minutes
0,212.2575017625793,6.0,0.0,0.0,0.331231992718155,0.39226174017709203,0.12486078987002598,4,0,347,0
1,195.25705100004825,7.0,0.0,0.0,0.0,0.0,0.0,4,0,347,10
2,192.10964032586548,2.0,0.0,0.0,0.0,0.0,0.0,4,0,347,20
3,215.79683250864247,0.0,0.0,0.0,0.0,0.051019795038763735,0.016240105151909216,4,0,347,30
4,314.1665634386291,0.0,0.0,0.0,0.051019795038763735,0.4432815352158557,0.016240105151909233,4,0,347,40
5,198.17602199170105,0.0,0.0,0.0,0.0,0.0,0.0,4,0,347,50
6,161.046445901044,0.0,0.0,0.0,0.051019795038763735,0.2508910182470942,0.0,4,1,347,0
7,217.41341521482656,0.0,0.0,0.0,0.2508910182470942,0.2508910182470942,0.07986109146276785,4,1,347,10
8,144.49913436555318,0.0,0.0,0.0,0.0,0.0,0.0,4,1,347,20
9,156.70037658050538,0.0,0.0,0.0,0.331231992718155,0.0,0.0,4,1,347,30
10,139.4392015888074,1.0,0.0,0.0,0.0,0.0,0.0,4,1,347,40
11,144.72811765559442,0.0,0.0,0.0,0.331231992718155,0.0,0.0,4,1,347,50
12,152.1558924185437,1.0,0.0,0.0,0.0,0.0,0.0,4,2,347,0
13,133.1051760145062,0.0,0.0,0.0,0.0,0.0,0.0,4,2,347,10
14,128.1197967416691,0.0,0.0,0.0,0.0,0.0,0.0,4,2,347,20
15,145.18640320139912,2.0,0.0,0.0,0.051019795038763735,0.0,0.0,4,2,347,30
16,125.0130997796122,0.0,0.0,0.0,1.3075515832810964,0.0,0.0,4,2,347,40
17,123.22742860631607,1.0,0.0,0.0,0.0,0.0,0.0,4,2,347,50
18,136.0674976723012,0.0,0.0,0.0,0.0,0.0,0.0,4,3,347,0
19,128.032726920691,1.0,0.0,0.0,0.0,0.0,0.0,4,3,347,10
20,132.761583717038,0.0,0.0,0.0,0.0,0.0,0.0,4,3,347,20
21,133.14032057376542,0.0,0.0,0.0,0.0,0.0,0.0,4,3,347,30
22,125.93704082965736,0.0,0.0,0.0,0.0,0.0,0.0,4,3,347,40
23,125.88701113077872,0.0,0.0,0.0,0.0,0.0,0.0,4,3,347,50
24,134.1418187819809,0.0,0.0,0.0,0.0,0.2508910182470942,0.07986109146276801,4,4,347,0
25,123.66771104756214,0.0,0.0,0.0,0.0,0.0,0.0,4,4,347,10
26,127.01786717024963,0.0,0.0,0.0,0.0,0.0,0.0,4,4,347,20
27,134.06229522297488,0.0,0.0,0.0,0.0,0.0,0.0,4,4,347,30
28,122.6865714942765,0.0,0.0,0.0,0.39226174017709203,0.0,0.0,4,4,347,40
29,119.47944685070179,0.0,0.0,0.0,0.051019795038763735,0.0,0.0,4,4,347,50
30,129.5803293008836,0.0,0.0,0.0,0.39226174017709203,0.0,0.0,4,5,347,0
31,133.60871236358318,0.0,0.0,0.0,0.0,1.2996041122428004,0.12486078987002594,4,5,347,10
32,135.95643184061066,0.0,0.0,0.0,0.39226174017709203,0.0,0.0,4,5,347,20
33,150.21144834720292,0.0,0.0,0.0,0.0,0.051019795038763735,0.01624010515190923,4,5,347,30
34,147.31834471429585,1.0,0.0,0.0,0.15634974350478648,0.0,0.0,4,5,347,40
35,202.13506858867856,0.0,0.0,0.0,0.08693464195570251,0.39226174017709203,0.1248607898700258,4,5,347,50
36,294.81320376395934,0.0,0.0,0.0,0.39226174017709203,1.0764243412198686,0.261382613174896,4,6,347,0
37,213.75216510089126,0.0,0.0,0.0,0.331231992718155,1.289594159822627,0.016240105151909233,4,6,347,10
38,170.11772433381498,0.0,0.0,0.0,1.2001608688474372,0.4512290062541519,0.03817399437700167,4,6,347,20
39,191.55534717895665,0.0,0.0,0.0,0.7924709513924801,0.6431527584241863,0.20472188133279406,4,6,347,30
40,201.65119157451144,0.0,0.0,0.0,1.2278050155700395,1.5590370082881948,0.3876357993900512,4,6,347,40
41,253.49621510363255,1.0,0.0,0.0,1.960458165470976,2.7543971914853294,0.4816697705832321,4,6,347,50
42,280.70980588957036,0.0,0.0,0.0,3.7619861717942262,5.017714595188734,1.472327371827246,4,7,347,0
43,279.82462217967844,0.0,0.0,0.0,5.3994159442398235,1.1151916634734522,0.25315930944145015,4,7,347,10
44,326.6526572868036,0.0,0.0,0.0,3.4268711293418126,4.222127455569377,0.7936106750285673,4,7,347,20
45,326.5072860235074,0.0,0.0,0.0,2.7781725040986576,3.792213294305935,1.089234101841422,4,7,347,30
46,358.6230682530252,1.0,0.0,0.0,2.198773481776849,6.349236233545994,1.424986732053994,4,7,347,40
47,395.5993517996609,0.0,0.0,0.0,4.296960744618338,6.543689231896634,2.082920974627116,4,7,347,50
48,367.57455570073336,2.0,0.0,0.0,3.7585698868586945,4.6847889963553415,1.1311716903767606,4,8,347,0
49,389.6711033855937,2.0,0.0,0.0,1.537663299894194,7.681435952570362,1.377093247727628,4,8,347,10
50,385.58159318588446,0.0,0.0,0.0,7.0784059980098375,8.742560603205572,1.6447176187061772,4,8,347,20
51,384.1656814984313,2.0,0.0,0.0,4.783649525827332,8.458945491483705,1.8944167529455351,4,8,347,30
52,423.3611473751685,3.0,0.0,0.0,6.331180920555438,4.621924014422132,0.8235114451078044,4,8,347,40
53,427.1992585069395,0.0,0.0,0.0,3.233144417915047,7.973961817357168,1.8722627031231593,4,8,347,50
54,419.26419998696883,2.0,0.0,0.0,5.296233186752887,5.772704735510316,1.5824847151645276,4,9,347,0
