,internet,tweets,coverage,conditions,From Milan,To Milan,interaction_strength,Days,Hours,dayofyear,Minutes
0,138.00940398937314,1.0,0.0,0.0,0.0,0.0,0.0,4,0,333,0
1,146.73686694416284,0.0,0.0,0.0,0.0,0.0,0.0,4,0,333,10
2,138.99364034743562,1.0,0.0,0.0,0.2508910182470942,0.0,0.0,4,0,333,20
3,126.97927547608448,1.0,0.0,0.0,0.0,0.017957423458469388,0.00571602541721952,4,0,333,30
4,139.17238550330663,0.0,0.0,0.0,0.633142806004013,0.0,0.0,4,0,333,40
5,130.3687065254022,1.0,0.0,0.0,0.0,0.0,0.0,4,0,333,50
6,136.66979351024608,1.0,0.0,0.0,0.051019795038763735,0.051019795038763735,0.016240105151909233,4,1,333,0
7,140.79130266353198,0.0,0.0,0.0,0.0,0.0,0.0,4,1,333,10
8,155.2103055630616,0.0,0.0,0.0,0.0,0.0,0.0,4,1,333,20
9,145.5408501729586,0.0,0.0,0.0,0.0,0.39226174017709203,0.1248607898700259,4,1,333,30
10,126.51400314704357,0.0,0.0,0.0,0.0,0.0,0.0,4,1,333,40
11,121.29186235723385,0.0,0.0,0.0,0.2508910182470942,0.0,0.0,4,1,333,50
12,150.0547810153689,1.0,0.0,0.0,0.0,0.0,0.0,4,2,333,0
13,120.82242749862586,0.0,0.0,0.0,0.0,0.0,0.0,4,2,333,10
14,131.00905618365312,0.0,0.0,0.0,0.051019795038763735,0.0,0.0,4,2,333,20
15,123.47295138673596,0.0,0.0,0.0,0.0,0.0,0.0,4,2,333,30
16,126.07304616212177,0.0,0.0,0.0,0.331231992718155,0.0,0.0,4,2,333,40
17,129.33122602429842,0.0,0.0,0.0,0.0,0.051019795038763735,0.00015305350791665567,4,2,333,50
18,119.49680830214079,0.0,0.0,0.0,0.0,0.0,0.0,4,3,333,0
19,110.91830444478764,0.0,0.0,0.0,0.0,0.0,0.0,4,3,333,10
20,112.23910108572409,0.0,0.0,0.0,0.0,0.0,0.0,4,3,333,20
21,105.93379201655372,0.0,0.0,0.0,0.0,0.0,0.0,4,3,333,30
22,110.76240981060276,0.0,0.0,0.0,0.0,0.2508910182470942,0.07986109146276782,4,3,333,40
23,109.35705520590281,0.0,0.0,0.0,0.39226174017709203,0.0,0.0,4,3,333,50
24,114.37935802343121,0.0,0.0,0.0,0.0,0.0,0.0,4,4,333,0
25,112.36906690239974,0.0,0.0,0.0,0.0,0.0,0.0,4,4,333,10
26,115.33973287444664,0.0,0.0,0.0,0.4432815352158558,0.0,0.0,4,4,333,20
27,112.3863231127437,0.0,0.0,0.0,0.39226174017709203,0.0,0.0,4,4,333,30
28,102.23231377663194,0.0,0.0,0.0,0.0,0.0,0.0,4,4,333,40
29,120.58715826171205,0.0,0.0,0.0,0.051019795038763735,0.017957423458469388,0.005716025417219497,4,4,333,50
30,110.00432767377394,0.0,0.0,0.0,0.051019795038763735,0.0,0.0,4,5,333,0
31,134.4498218150536,0.0,0.0,0.0,0.0,0.0,0.0,4,5,333,10
32,149.8477807031511,0.0,0.0,0.0,0.051019795038763735,0.0,0.0,4,5,333,20
33,157.47790243110933,0.0,0.0,0.0,0.051019795038763735,0.0,0.0,4,5,333,30
34,146.09855671180102,0.0,0.0,0.0,0.0,0.3822517877569188,0.12167452305445531,4,5,333,40
35,171.08505781104222,0.0,0.0,0.0,0.051019795038763735,0.30191081328585795,0.09610119661467703,4,5,333,50
36,176.02814636993526,1.0,0.0,0.0,0.7845234803541841,0.4842913778344462,0.15415473335827373,4,6,333,0
37,151.0833880913916,0.0,0.0,0.0,0.0,0.7845234803541841,0.0,4,6,333,10
38,164.31030847166426,0.0,0.0,0.0,1.3355189591597392,0.6611101818826556,0.08557711687998752,4,6,333,20
39,196.19657282453116,0.0,0.0,0.0,0.7121299769214194,1.0093819621432356,0.3050561523338761,4,6,333,30
40,183.63101815637256,0.0,0.0,0.0,1.4866435048554305,0.1530593851162912,0.04872031545572766,4,6,333,40
41,333.52133621730883,0.0,0.0,0.0,3.424741547458376,2.610896887671894,0.8310742911524539,4,6,333,50
42,508.4886921593952,0.0,0.0,0.0,3.7318775585533284,2.1902316039785497,0.39211622024467774,4,7,333,0
43,276.51600993227544,0.0,0.0,0.0,5.241555873473229,1.9099051352309395,0.5754614759133797,4,7,333,10
44,304.19968899749745,0.0,0.0,0.0,6.485850237879863,7.624744364165592,1.2946127478509657,4,7,333,20
45,334.0601996266802,1.0,0.0,0.0,3.9766563402363997,3.548802982298409,0.5399799482546659,4,7,333,30
46,398.3513658624557,0.0,0.0,0.0,3.716642408324061,2.4236319635659007,0.685888897594072,4,7,333,40
47,430.0762964102218,0.0,0.0,0.0,6.466636900399827,5.918095910690175,1.004095922100218,4,7,333,50
48,421.1328574018356,1.0,0.0,0.0,5.493508063279054,8.811732564165641,1.7864963806950485,4,8,333,0
49,466.73985734652086,0.0,0.0,0.0,6.504063789992814,5.696782200529858,1.4441324927557713,4,8,333,10
50,431.92056310973055,0.0,0.0,0.0,4.893427628855336,5.9122251366587415,1.4807623613942378,4,8,333,20
51,461.6128794774392,1.0,0.0,0.0,7.2694866794791215,4.781378086357635,0.9834222875481529,4,8,333,30
52,455.10502100135926,2.0,0.0,0.0,3.769160875145814,6.5271162091529344,1.3213322710526958,4,8,333,40
53,468.4448206927423,1.0,0.0,0.0,6.541754392476032,5.8949451515010605,0.5420235184342462,4,8,333,50
54,523.3665984489519,2.0,0.0,0.0,4.843748266477167,3.915963192826562,0.8503254530381302,4,9,333,0
55,565.769425705186,0.0,0.0,0.0,4.8951063396214565,6.583263312468707,1.4052060721479271,4,9,333,10
56,678.0671169167448,0.0,0.0,0.0,4.8165335364809225,9.879125975073023,1.3217109358787429,4,9,333,20
57,646.3037774277083,1.0,0.0,0.0,7.469583434180817,8.111268117983128,1.935675706816697,4,9,333,30
58,590.5022594392003,0.0,0.0,0.0,7.196498769286354,6.491511220498979,0.9051996813304533,4,9,333,40
59,658.8502887078843,0.0,0.0,0.0,3.2908821289290633,6.346286713409191,1.5512722880186538,4,9,333,50
60,538.3223075454819,1.0,0.0,0.0,6.258267767447372,2.642055016992705,0.4789293502436233,4,10,333,0
61,479.75474496851217,0.0,0.0,0.0,6.194274284226648,5.3557625843724095,1.369062552983868,4,10,333,10
62,556.3215850260068,0.0,0.0,0.0,5.602900717634874,4.25151741355966,0.5697937539755015,4,10,333,20
63,587.6102891777972,1.0,0.0,0.0,7.790549345824318,6.237555566314937,1.5628430463069747,4,10,333,30
64,644.5111176648275,2.0,0.0,0.0,6.152781295273197,14.012097223450505,2.2895567360458,4,10,333,40
65,580.4733401142857,3.0,0.0,0.0,6.7745926578787365,5.104100476495033,1.025283083997227,4,10,333,50
66,679.8530757227128,1.0,0.0,0.0,7.450947930055242,6.484222246079173,1.3478837625199345,4,11,333,0
67,683.3233180900106,1.0,0.0,0.0,5.148977475166472,10.049096661038536,2.626226026168435,4,11,333,10
68,583.1041748306054,1.0,0.0,0.0,3.6956052999791567,10.817001472538418,2.4518495761576746,4,11,333,20
69,564.5835709875793,2.0,0.0,0.0,5.355425984323311,5.088993850316782,1.0211892868000325,4,11,333,30
70,646.7811831008485,2.0,0.0,0.0,3.474616497031306,7.493894327508673,1.2541580433363622,4,11,333,40
71,597.9511985276366,1.0,0.0,0.0,8.629397645727654,7.6810156786141635,1.3319597719652059,4,11,333,50
72,758.2703515516603,2.0,0.0,0.0,5.5502022118299905,6.277311210326197,0.922516555332929,4,12,333,0
73,731.9605223570779,3.0,0.0,0.0,5.812909535224653,10.999381192355084,1.8251641751693322,4,12,333,10
74,666.5556750339556,1.0,0.0,0.0,7.717492657073564,4.247309456612936,0.45049364409760084,4,12,333,20
75,695.1301613078213,1.0,0.0,0.0,3.998791160838292,6.625867156256208,0.7483190254581106,4,12,333,30
76,683.1633471549101,5.0,0.0,0.0,5.733727621844412,5.593274535830457,1.074760148030545,4,12,333,40
77,593.3578787285086,1.0,0.0,0.0,7.094103674835242,7.116579746827918,1.5302414036222551,4,12,333,50
78,702.5323219234418,1.0,0.0,0.0,9.120348305361283,7.077939233211111,1.3907629645797224,4,13,333,0
79,632.8033203708986,2.0,0.0,0.0,6.125620294885452,6.16405139991753,1.56181938231111,4,13,333,10
80,584.3063932123649,1.0,0.0,0.0,6.504063789992816,2.929891456554353,0.7752724158928326,4,13,333,20
81,661.0764455791879,1.0,0.0,0.0,5.704014242828679,8.448512742318979,1.8990720426818977,4,13,333,30
82,514.386037064774,2.0,0.0,0.0,9.882286131354071,7.278321189272344,1.0062811176689135,4,13,333,40
83,622.6565795953271,3.0,0.0,0.0,9.119730766153896,9.509463260150383,1.6585351083797566,4,13,333,50
84,564.3003082653834,2.0,0.0,0.0,7.578088205049782,6.898131882897304,1.3675076040377132,4,14,333,0
85,588.0659234953611,3.0,0.0,0.0,6.138626258284957,3.477890924380576,0.9216820340452754,4,14,333,10
86,566.4794226853726,3.0,0.0,0.0,7.024691966756825,6.583230999893353,1.0337112042654277,4,14,333,20
87,595.0645001706649,4.0,0.0,0.0,7.2081320248077185,7.594998672574503,1.3968089839466316,4,14,333,30
88,531.1587297460098,2.0,0.0,0.0,7.145123469874005,7.720218323773429,1.4180015081722397,4,14,333,40
89,545.6440207229317,0.0,0.0,0.0,8.801443350643599,6.449641080911577,1.2360601732238115,4,14,333,50
90,711.7172134456488,1.0,0.0,0.0,8.79017748420186,10.802829209282123,2.3073249469006663,4,15,333,0
91,565.4557361746067,0.0,0.0,0.0,11.08304308501794,10.058089409954151,1.4336735728192829,4,15,333,10
92,658.9069044518316,0.0,0.0,0.0,8.846125606852205,9.594126462636382,1.3861441158103762,4,15,333,20
93,567.9454420046249,1.0,0.0,0.0,12.694015846204517,10.844517132567821,2.0381104817679794,4,15,333,30
94,566.7676576287259,1.0,0.0,0.0,8.375230522074864,5.7340948190546275,1.2897768603238002,4,15,333,40
95,498.75243428512124,0.0,0.0,0.0,4.948059296024393,3.9943559569839637,0.5507961205733503,4,15,333,50
96,532.6121865904374,0.0,0.0,0.0,7.1322782683852495,7.656064923373884,1.281251220117682,4,16,333,0
97,495.4903059280944,3.0,0.0,0.0,5.980651916450144,6.851320044805263,1.9910216931930211,4,16,333,10
98,572.2696078767632,0.0,0.0,0.0,7.890346415536838,6.474953246704764,1.7731238155428692,4,16,333,20
99,596.7023274883985,0.0,0.0,0.0,6.908608600116205,4.898086456919377,1.2963339245439849,4,16,333,30
100,499.6448150532548,0.0,0.0,0.0,8.996361435736539,8.402107807290083,1.5347447876175024,4,16,333,40
101,543.0351968748116,0.0,0.0,0.0,2.9761394850475047,8.620984254622558,0.991853021027697,4,16,333,50
102,719.2463839171733,0.0,0.0,0.0,4.911273791888662,9.255736992834702,2.3281799459811774,4,17,333,0
103,497.3545465797702,0.0,0.0,0.0,5.756552831454742,8.332372036731126,1.777698112133492,4,17,333,10
